"","Year","Region","age_bracket","Male","Female"
"7530",1989,"South-Eastern Asia","50-54",7035742.5,7743490.5
"7531",1989,"South-Eastern Asia","55-59",5863944.5,6579950.5
"7532",1989,"South-Eastern Asia","60-64",4533157.5,5154146.5
"7533",1989,"South-Eastern Asia","65-69",3250751.5,3844119.5
"7534",1989,"South-Eastern Asia","70-74",2183070,2756220
"7535",1989,"South-Eastern Asia","75-79",1323689.5,1790829
"7536",1989,"South-Eastern Asia","80-84",605381,907705.5
"7537",1989,"South-Eastern Asia","85-89",202659,340206.5
"7538",1989,"South-Eastern Asia","90-94",40664,82424
"7539",1989,"South-Eastern Asia","95-99",4809.5,11884.5
"7540",1989,"Sub-Saharan Africa","0-4",44655957.5,43901724
"7541",1989,"Sub-Saharan Africa","10-14",30351395,30069556.5
"7542",1989,"Sub-Saharan Africa","100+",592.5,1010.5
"7543",1989,"Sub-Saharan Africa","15-19",25390296,25239657.5
"7544",1989,"Sub-Saharan Africa","20-24",21042700,21229150.5
"7545",1989,"Sub-Saharan Africa","25-29",17362971,17864276
"7546",1989,"Sub-Saharan Africa","30-34",14217195,14811654
"7547",1989,"Sub-Saharan Africa","35-39",11680660,12202227
"7548",1989,"Sub-Saharan Africa","40-44",9763066,10080332.5
"7549",1989,"Sub-Saharan Africa","45-49",8031473.5,8435775.5
"7550",1989,"Sub-Saharan Africa","5-9",36226648.5,35782020
"7551",1989,"Sub-Saharan Africa","50-54",6535721.5,7056452
"7552",1989,"Sub-Saharan Africa","55-59",5271774,5818820
"7553",1989,"Sub-Saharan Africa","60-64",4075156.5,4610007.5
"7554",1989,"Sub-Saharan Africa","65-69",2972142.5,3476534.5
"7555",1989,"Sub-Saharan Africa","70-74",1972042,2391335
"7556",1989,"Sub-Saharan Africa","75-79",1104955,1411473.5
"7557",1989,"Sub-Saharan Africa","80-84",485192.5,674909.5
"7558",1989,"Sub-Saharan Africa","85-89",154473,243555.5
"7559",1989,"Sub-Saharan Africa","90-94",35063,62068.5
"7560",1989,"Sub-Saharan Africa","95-99",5603,10192
"7561",1990,"Central and Southern Asia","0-4",96245426,90393693
"7562",1990,"Central and Southern Asia","10-14",74470943.5,69566443
"7563",1990,"Central and Southern Asia","100+",1850,3613.5
"7564",1990,"Central and Southern Asia","15-19",65042520,61136544
"7565",1990,"Central and Southern Asia","20-24",57156210,53735569
"7566",1990,"Central and Southern Asia","25-29",51381962.5,48055862.5
"7567",1990,"Central and Southern Asia","30-34",45345536,41955389.5
"7568",1990,"Central and Southern Asia","35-39",38227911,35135872
"7569",1990,"Central and Southern Asia","40-44",29398269,27316979
"7570",1990,"Central and Southern Asia","45-49",24162791,22765971
"7571",1990,"Central and Southern Asia","5-9",85891951,80293241
"7572",1990,"Central and Southern Asia","50-54",21241026,20493555
"7573",1990,"Central and Southern Asia","55-59",17681940.5,17188508
"7574",1990,"Central and Southern Asia","60-64",14192332,13796809
"7575",1990,"Central and Southern Asia","65-69",10251874,10304429
"7576",1990,"Central and Southern Asia","70-74",6755819.5,7134645.5
"7577",1990,"Central and Southern Asia","75-79",3905521,4448052
"7578",1990,"Central and Southern Asia","80-84",1856264,2287623.5
"7579",1990,"Central and Southern Asia","85-89",630631,840041
"7580",1990,"Central and Southern Asia","90-94",147099,224352
"7581",1990,"Central and Southern Asia","95-99",19267,31893
"7582",1990,"Eastern Asia","0-4",73878146.5,67492718
"7583",1990,"Eastern Asia","10-14",59033303,55649948
"7584",1990,"Eastern Asia","100+",1553,5289.5
"7585",1990,"Eastern Asia","15-19",73369433,69582678
"7586",1990,"Eastern Asia","20-24",74915665.5,71353265
"7587",1990,"Eastern Asia","25-29",63125073.5,60558108.5
"7588",1990,"Eastern Asia","30-34",51867092,49962375.5
"7589",1990,"Eastern Asia","35-39",52268303.5,50918782.5
"7590",1990,"Eastern Asia","40-44",40797043,38835081
"7591",1990,"Eastern Asia","45-49",31933919.5,29879408
"7592",1990,"Eastern Asia","5-9",63672744,59459047.5
"7593",1990,"Eastern Asia","50-54",29488814,27563173.5
"7594",1990,"Eastern Asia","55-59",26122719.5,25519047.5
"7595",1990,"Eastern Asia","60-64",20725267.5,21288232
"7596",1990,"Eastern Asia","65-69",15266792,17383124.5
"7597",1990,"Eastern Asia","70-74",9955790,12827367.5
"7598",1990,"Eastern Asia","75-79",6009735,8807515.5
"7599",1990,"Eastern Asia","80-84",2681462.5,4998736.5
"7600",1990,"Eastern Asia","85-89",846129.5,2092712
"7601",1990,"Eastern Asia","90-94",143013,493222
"7602",1990,"Eastern Asia","95-99",13927,61492.5
"7603",1990,"Europe","0-4",24800092,23723466
"7604",1990,"Europe","10-14",25641422,24641511
"7605",1990,"Europe","100+",4282.5,19866
"7606",1990,"Europe","15-19",26380266,25434260
"7607",1990,"Europe","20-24",27191344,26326156
"7608",1990,"Europe","25-29",28683291,27937548.5
"7609",1990,"Europe","30-34",28458124.5,28150397.5
"7610",1990,"Europe","35-39",26736818,26818148
"7611",1990,"Europe","40-44",24118560.5,24310516
"7612",1990,"Europe","45-49",19318029,19940996
"7613",1990,"Europe","5-9",25324662.5,24307908.5
"7614",1990,"Europe","50-54",21807017.5,23338635
"7615",1990,"Europe","55-59",18673577,20710839.5
"7616",1990,"Europe","60-64",17672395.5,21822760
"7617",1990,"Europe","65-69",12814493.5,19064797.5
"7618",1990,"Europe","70-74",7479194.5,12392925.5
"7619",1990,"Europe","75-79",6853700,13108750.5
"7620",1990,"Europe","80-84",3889134.5,8658029
"7621",1990,"Europe","85-89",1508200.5,4174861
"7622",1990,"Europe","90-94",362433.5,1263509
"7623",1990,"Europe","95-99",52912,223573
"7624",1990,"Latin America and the Caribbean","0-4",57291619,55377817
"7625",1990,"Latin America and the Caribbean","10-14",50945858,49821392
"7626",1990,"Latin America and the Caribbean","100+",8290,15008
"7627",1990,"Latin America and the Caribbean","15-19",46183834,45824628
"7628",1990,"Latin America and the Caribbean","20-24",41123879,41420036
"7629",1990,"Latin America and the Caribbean","25-29",36969315,37588041
"7630",1990,"Latin America and the Caribbean","30-34",31672255,32354366
"7631",1990,"Latin America and the Caribbean","35-39",26575603,27237461
"7632",1990,"Latin America and the Caribbean","40-44",21599612,22138901
"7633",1990,"Latin America and the Caribbean","45-49",17560885,17816607
"7634",1990,"Latin America and the Caribbean","5-9",54662019,53125780
"7635",1990,"Latin America and the Caribbean","50-54",14545763,15082605
"7636",1990,"Latin America and the Caribbean","55-59",12055945,13115655
"7637",1990,"Latin America and the Caribbean","60-64",9866009,11140290
"7638",1990,"Latin America and the Caribbean","65-69",7357865,8540719
"7639",1990,"Latin America and the Caribbean","70-74",4996083,6084215
"7640",1990,"Latin America and the Caribbean","75-79",3163720,4162758
"7641",1990,"Latin America and the Caribbean","80-84",1645024,2344089
"7642",1990,"Latin America and the Caribbean","85-89",665622,1034370
"7643",1990,"Latin America and the Caribbean","90-94",196841,333732
"7644",1990,"Latin America and the Caribbean","95-99",44324,80477
"7645",1990,"Northern Africa and Western Asia","0-4",22302137.5,21317030
"7646",1990,"Northern Africa and Western Asia","10-14",17732797,16885576.5
"7647",1990,"Northern Africa and Western Asia","100+",375.5,2278.5
"7648",1990,"Northern Africa and Western Asia","15-19",15550220.5,14733689.5
"7649",1990,"Northern Africa and Western Asia","20-24",13661339,12946901.5
"7650",1990,"Northern Africa and Western Asia","25-29",11976302,11420427
"7651",1990,"Northern Africa and Western Asia","30-34",10161970,9597907
"7652",1990,"Northern Africa and Western Asia","35-39",8416218,7948486.5
"7653",1990,"Northern Africa and Western Asia","40-44",6589325.5,6265429
"7654",1990,"Northern Africa and Western Asia","45-49",5014223,4927321.5
"7655",1990,"Northern Africa and Western Asia","5-9",20295142.5,19342012
"7656",1990,"Northern Africa and Western Asia","50-54",4424279.5,4534088.5
"7657",1990,"Northern Africa and Western Asia","55-59",3737150.5,3946994
"7658",1990,"Northern Africa and Western Asia","60-64",2980421,3291133
"7659",1990,"Northern Africa and Western Asia","65-69",2088813,2470080.5
"7660",1990,"Northern Africa and Western Asia","70-74",1333120,1698396
"7661",1990,"Northern Africa and Western Asia","75-79",812365.5,1115402
"7662",1990,"Northern Africa and Western Asia","80-84",401074.5,611759
"7663",1990,"Northern Africa and Western Asia","85-89",135851.5,256343.5
"7664",1990,"Northern Africa and Western Asia","90-94",29311.5,74407
"7665",1990,"Northern Africa and Western Asia","95-99",3913,14867
"7666",1990,"Northern America","0-4",10901659.5,10416597.5
"7667",1990,"Northern America","10-14",9740555.5,9228701.5
"7668",1990,"Northern America","100+",6395.5,31990.5
"7669",1990,"Northern America","15-19",9988695,9396236
"7670",1990,"Northern America","20-24",11019549,10437231.5
"7671",1990,"Northern America","25-29",12589740,12088420.5
"7672",1990,"Northern America","30-34",12660118,12427442.5
"7673",1990,"Northern America","35-39",11473197.5,11415065.5
"7674",1990,"Northern America","40-44",10170483.5,10187406.5
"7675",1990,"Northern America","45-49",7888051,8044364.5
"7676",1990,"Northern America","5-9",10318547.5,9840764
"7677",1990,"Northern America","50-54",6291775.5,6598134.5
"7678",1990,"Northern America","55-59",5797504.5,6210681.5
"7679",1990,"Northern America","60-64",5577322,6264964.5
"7680",1990,"Northern America","65-69",4981368.5,6079255.5
"7681",1990,"Northern America","70-74",3808789,5071416
"7682",1990,"Northern America","75-79",2621075,4027747.5
"7683",1990,"Northern America","80-84",1512638,2821141.5
"7684",1990,"Northern America","85-89",672561,1571120.5
"7685",1990,"Northern America","90-94",220171,648752
"7686",1990,"Northern America","95-99",48555,186186
"7687",1990,"Oceania","0-4",1298587,1226227
"7688",1990,"Oceania","10-14",1169684,1085446
"7689",1990,"Oceania","100+",170.5,861.5
"7690",1990,"Oceania","15-19",1215297,1144214
"7691",1990,"Oceania","20-24",1142408.5,1100272
"7692",1990,"Oceania","25-29",1130120,1103518.5
"7693",1990,"Oceania","30-34",1064491,1045830
"7694",1990,"Oceania","35-39",960538.5,951811
"7695",1990,"Oceania","40-44",906535.5,874819
"7696",1990,"Oceania","45-49",722060.5,687611
"7697",1990,"Oceania","5-9",1230597,1149392
"7698",1990,"Oceania","50-54",599705,575422
"7699",1990,"Oceania","55-59",519424,505396.5
"7700",1990,"Oceania","60-64",498119,497145.5
"7701",1990,"Oceania","65-69",415505,452990
"7702",1990,"Oceania","70-74",287240,349085
"7703",1990,"Oceania","75-79",198652.5,276458
"7704",1990,"Oceania","80-84",102938.5,173710
"7705",1990,"Oceania","85-89",39126.5,86767.5
"7706",1990,"Oceania","90-94",10017,32008.5
"7707",1990,"Oceania","95-99",1698.5,7136
"7708",1990,"South-Eastern Asia","0-4",28831561.5,27287695
"7709",1990,"South-Eastern Asia","10-14",25635087.5,24656834.5
"7710",1990,"South-Eastern Asia","100+",403,1012
"7711",1990,"South-Eastern Asia","15-19",23810253,23144619.5
"7712",1990,"South-Eastern Asia","20-24",21708559,21335964.5
"7713",1990,"South-Eastern Asia","25-29",19281130.5,19165314.5
"7714",1990,"South-Eastern Asia","30-34",16224504,16352293.5
"7715",1990,"South-Eastern Asia","35-39",12740047.5,13060595.5
"7716",1990,"South-Eastern Asia","40-44",9624276.5,10176179
"7717",1990,"South-Eastern Asia","45-49",7975181.5,8670603
"7718",1990,"South-Eastern Asia","5-9",27928559,26617329.5
"7719",1990,"South-Eastern Asia","50-54",7152506,7874942
"7720",1990,"South-Eastern Asia","55-59",6022765,6773302
"7721",1990,"South-Eastern Asia","60-64",4681749.5,5348669
"7722",1990,"South-Eastern Asia","65-69",3364174.5,3979163
"7723",1990,"South-Eastern Asia","70-74",2237403.5,2828747
"7724",1990,"South-Eastern Asia","75-79",1359381.5,1844418.5
"7725",1990,"South-Eastern Asia","80-84",630023,946546.5
"7726",1990,"South-Eastern Asia","85-89",211872.5,358289
"7727",1990,"South-Eastern Asia","90-94",43361.5,87855.5
"7728",1990,"South-Eastern Asia","95-99",5092,12738
"7729",1990,"Sub-Saharan Africa","0-4",45738749,44956807.5
"7730",1990,"Sub-Saharan Africa","10-14",31290693,30983349
"7731",1990,"Sub-Saharan Africa","100+",603.5,1052.5
"7732",1990,"Sub-Saharan Africa","15-19",26187958,26023333
"7733",1990,"Sub-Saharan Africa","20-24",21761666,21902923.5
"7734",1990,"Sub-Saharan Africa","25-29",17936312.5,18395758
"7735",1990,"Sub-Saharan Africa","30-34",14699971,15283163
"7736",1990,"Sub-Saharan Africa","35-39",12042292.5,12596067
"7737",1990,"Sub-Saharan Africa","40-44",9996136.5,10343981.5
"7738",1990,"Sub-Saharan Africa","45-49",8257400.5,8655890.5
"7739",1990,"Sub-Saharan Africa","5-9",37261830.5,36794045
"7740",1990,"Sub-Saharan Africa","50-54",6695579.5,7226990.5
"7741",1990,"Sub-Saharan Africa","55-59",5389131,5955752.5
"7742",1990,"Sub-Saharan Africa","60-64",4177126.5,4730848
"7743",1990,"Sub-Saharan Africa","65-69",3035074,3547254
"7744",1990,"Sub-Saharan Africa","70-74",2021121.5,2453203
"7745",1990,"Sub-Saharan Africa","75-79",1139246.5,1454677
"7746",1990,"Sub-Saharan Africa","80-84",501140,695964
"7747",1990,"Sub-Saharan Africa","85-89",158189.5,250253.5
"7748",1990,"Sub-Saharan Africa","90-94",35313.5,63541
"7749",1990,"Sub-Saharan Africa","95-99",5547.5,10341.5
"7750",1991,"Central and Southern Asia","0-4",97058541.5,91054643.5
"7751",1991,"Central and Southern Asia","10-14",76466856,71384324.5
"7752",1991,"Central and Southern Asia","100+",1892,3774
"7753",1991,"Central and Southern Asia","15-19",66638813.5,62566591.5
"7754",1991,"Central and Southern Asia","20-24",58366373,54898183.5
"7755",1991,"Central and Southern Asia","25-29",52314873.5,48984739.5
"7756",1991,"Central and Southern Asia","30-34",46476141.5,43077169
"7757",1991,"Central and Southern Asia","35-39",39618272.5,36437892
"7758",1991,"Central and Southern Asia","40-44",30906971,28618517
"7759",1991,"Central and Southern Asia","45-49",24712097,23272853
"7760",1991,"Central and Southern Asia","5-9",87736974,82048022
"7761",1991,"Central and Southern Asia","50-54",21565833.5,20793911
"7762",1991,"Central and Southern Asia","55-59",18029153,17614874.5
"7763",1991,"Central and Southern Asia","60-64",14496304,14170459
"7764",1991,"Central and Southern Asia","65-69",10538720.5,10622993
"7765",1991,"Central and Southern Asia","70-74",6925923.5,7340985
"7766",1991,"Central and Southern Asia","75-79",3984026.5,4562852
"7767",1991,"Central and Southern Asia","80-84",1890507,2365346.5
"7768",1991,"Central and Southern Asia","85-89",646653,880440.5
"7769",1991,"Central and Southern Asia","90-94",150725.5,235493.5
"7770",1991,"Central and Southern Asia","95-99",20339,35033.5
"7771",1991,"Eastern Asia","0-4",74100152,67343809.5
"7772",1991,"Eastern Asia","10-14",58911804,55475411
"7773",1991,"Eastern Asia","100+",1602,5710
"7774",1991,"Eastern Asia","15-19",69920736.5,66261216
"7775",1991,"Eastern Asia","20-24",76088255.5,72433112
"7776",1991,"Eastern Asia","25-29",68849557.5,66032249
"7777",1991,"Eastern Asia","30-34",49298428.5,47459213
"7778",1991,"Eastern Asia","35-39",53559071,52105760.5
"7779",1991,"Eastern Asia","40-44",43184496,41460754.5
"7780",1991,"Eastern Asia","45-49",32491834.5,30539738
"7781",1991,"Eastern Asia","5-9",65081982.5,60591172
"7782",1991,"Eastern Asia","50-54",29810236,27794426.5
"7783",1991,"Eastern Asia","55-59",26788784,26133066.5
"7784",1991,"Eastern Asia","60-64",21351984,21817930
"7785",1991,"Eastern Asia","65-69",15866984.5,17826302
"7786",1991,"Eastern Asia","70-74",10344875,13244475
"7787",1991,"Eastern Asia","75-79",6278205.5,9155303
"7788",1991,"Eastern Asia","80-84",2825875,5187082.5
"7789",1991,"Eastern Asia","85-89",898059,2211853
"7790",1991,"Eastern Asia","90-94",159609,548663.5
"7791",1991,"Eastern Asia","95-99",13762,67524.5
"7792",1991,"Europe","0-4",24325549,23247457
"7793",1991,"Europe","10-14",25564907,24592177.5
"7794",1991,"Europe","100+",4414,20762.5
"7795",1991,"Europe","15-19",26156943,25270785
"7796",1991,"Europe","20-24",27083444.5,26222834
"7797",1991,"Europe","25-29",28390320,27644886.5
"7798",1991,"Europe","30-34",28676900,28356794.5
"7799",1991,"Europe","35-39",27027897,27117756.5
"7800",1991,"Europe","40-44",25190713.5,25408007.5
"7801",1991,"Europe","45-49",19004028.5,19548112
"7802",1991,"Europe","5-9",25362348.5,24334578.5
"7803",1991,"Europe","50-54",21823603.5,23372687.5
"7804",1991,"Europe","55-59",18687283,20673529
"7805",1991,"Europe","60-64",17932108,21671899
"7806",1991,"Europe","65-69",13247001.5,19551314
"7807",1991,"Europe","70-74",8010492.5,13128979
"7808",1991,"Europe","75-79",6535676.5,12562235.5
"7809",1991,"Europe","80-84",3986085.5,8832164.5
"7810",1991,"Europe","85-89",1564976,4322282
"7811",1991,"Europe","90-94",384455,1351583.5
"7812",1991,"Europe","95-99",55235,238298.5
"7813",1991,"Latin America and the Caribbean","0-4",57528848,55573703
"7814",1991,"Latin America and the Caribbean","10-14",51598094,50456414
"7815",1991,"Latin America and the Caribbean","100+",8626,15254
"7816",1991,"Latin America and the Caribbean","15-19",46932936,46534242
"7817",1991,"Latin America and the Caribbean","20-24",41738348,42013131
"7818",1991,"Latin America and the Caribbean","25-29",37679586,38322665
"7819",1991,"Latin America and the Caribbean","30-34",32581670,33306951
"7820",1991,"Latin America and the Caribbean","35-39",27418889,28129664
"7821",1991,"Latin America and the Caribbean","40-44",22452756,23078970
"7822",1991,"Latin America and the Caribbean","45-49",18098390,18425294
"7823",1991,"Latin America and the Caribbean","5-9",55077202,53514896
"7824",1991,"Latin America and the Caribbean","50-54",14958458,15457531
"7825",1991,"Latin America and the Caribbean","55-59",12316593,13346347
"7826",1991,"Latin America and the Caribbean","60-64",10099212,11421797
"7827",1991,"Latin America and the Caribbean","65-69",7613137,8875853
"7828",1991,"Latin America and the Caribbean","70-74",5157153,6297321
"7829",1991,"Latin America and the Caribbean","75-79",3247543,4288220
"7830",1991,"Latin America and the Caribbean","80-84",1700192,2443580
"7831",1991,"Latin America and the Caribbean","85-89",690302,1079288
"7832",1991,"Latin America and the Caribbean","90-94",205377,348608
"7833",1991,"Latin America and the Caribbean","95-99",44422,80273
"7834",1991,"Northern Africa and Western Asia","0-4",22408470,21398083.5
"7835",1991,"Northern Africa and Western Asia","10-14",18170909,17316102.5
"7836",1991,"Northern Africa and Western Asia","100+",358,2287
"7837",1991,"Northern Africa and Western Asia","15-19",15880138.5,15071082.5
"7838",1991,"Northern Africa and Western Asia","20-24",14014648.5,13246224
"7839",1991,"Northern Africa and Western Asia","25-29",12316339,11732714
"7840",1991,"Northern Africa and Western Asia","30-34",10501660,9909851
"7841",1991,"Northern Africa and Western Asia","35-39",8769332,8260446.5
"7842",1991,"Northern Africa and Western Asia","40-44",6906305,6546250
"7843",1991,"Northern Africa and Western Asia","45-49",5184090.5,5065072
"7844",1991,"Northern Africa and Western Asia","5-9",20648192,19691677
"7845",1991,"Northern Africa and Western Asia","50-54",4470509,4570355.5
"7846",1991,"Northern Africa and Western Asia","55-59",3809921.5,4021214
"7847",1991,"Northern Africa and Western Asia","60-64",3065897,3379119.5
"7848",1991,"Northern Africa and Western Asia","65-69",2176018.5,2565321.5
"7849",1991,"Northern Africa and Western Asia","70-74",1381932.5,1757541.5
"7850",1991,"Northern Africa and Western Asia","75-79",824829,1134333
"7851",1991,"Northern Africa and Western Asia","80-84",409932,625876
"7852",1991,"Northern Africa and Western Asia","85-89",139955.5,263256.5
"7853",1991,"Northern Africa and Western Asia","90-94",30162.5,77448.5
"7854",1991,"Northern Africa and Western Asia","95-99",3904.5,15149.5
"7855",1991,"Northern America","0-4",11067597.5,10578685
"7856",1991,"Northern America","10-14",10042916,9503822
"7857",1991,"Northern America","100+",6528,33688.5
"7858",1991,"Northern America","15-19",9835131.5,9231601.5
"7859",1991,"Northern America","20-24",11051443.5,10425137.5
"7860",1991,"Northern America","25-29",12380254,11842069.5
"7861",1991,"Northern America","30-34",12865905,12527535
"7862",1991,"Northern America","35-39",11782013,11726538.5
"7863",1991,"Northern America","40-44",10489630,10502222
"7864",1991,"Northern America","45-49",8306030,8402025
"7865",1991,"Northern America","5-9",10414165,9926160
"7866",1991,"Northern America","50-54",6423555.5,6760225
"7867",1991,"Northern America","55-59",5801211.5,6191639
"7868",1991,"Northern America","60-64",5574074,6196325
"7869",1991,"Northern America","65-69",4990563.5,6077014
"7870",1991,"Northern America","70-74",3914748.5,5178700
"7871",1991,"Northern America","75-79",2673085,4091682.5
"7872",1991,"Northern America","80-84",1566330.5,2888282.5
"7873",1991,"Northern America","85-89",699931.5,1627365.5
"7874",1991,"Northern America","90-94",229590,678189
"7875",1991,"Northern America","95-99",49808,195246
"7876",1991,"Oceania","0-4",1320428,1246761.5
"7877",1991,"Oceania","10-14",1182206.5,1097232
"7878",1991,"Oceania","100+",184,923
"7879",1991,"Oceania","15-19",1204364,1132656
"7880",1991,"Oceania","20-24",1168216,1126720.5
"7881",1991,"Oceania","25-29",1127935,1105476
"7882",1991,"Oceania","30-34",1093625,1075154.5
"7883",1991,"Oceania","35-39",981173,972185
"7884",1991,"Oceania","40-44",927421.5,900860
"7885",1991,"Oceania","45-49",754797.5,721613
"7886",1991,"Oceania","5-9",1248842.5,1168835
"7887",1991,"Oceania","50-54",620170,594893
"7888",1991,"Oceania","55-59",522950.5,509667.5
"7889",1991,"Oceania","60-64",500420.5,498882.5
"7890",1991,"Oceania","65-69",425263,459657.5
"7891",1991,"Oceania","70-74",299624.5,362475.5
"7892",1991,"Oceania","75-79",204160.5,283114.5
"7893",1991,"Oceania","80-84",107948.5,181226.5
"7894",1991,"Oceania","85-89",41743,91128.5
"7895",1991,"Oceania","90-94",10827,33892.5
"7896",1991,"Oceania","95-99",1766.5,7559.5
"7897",1991,"South-Eastern Asia","0-4",28941057.5,27382773.5
"7898",1991,"South-Eastern Asia","10-14",26045165.5,25013519
"7899",1991,"South-Eastern Asia","100+",399.5,1070.5
"7900",1991,"South-Eastern Asia","15-19",24076264.5,23390632
"7901",1991,"South-Eastern Asia","20-24",22041766.5,21664356
"7902",1991,"South-Eastern Asia","25-29",19765522.5,19641290.5
"7903",1991,"South-Eastern Asia","30-34",16843808.5,16938976
"7904",1991,"South-Eastern Asia","35-39",13374486.5,13679727.5
"7905",1991,"South-Eastern Asia","40-44",10117557,10623864.5
"7906",1991,"South-Eastern Asia","45-49",8122003.5,8823606
"7907",1991,"South-Eastern Asia","5-9",28151088.5,26805611.5
"7908",1991,"South-Eastern Asia","50-54",7259207.5,7997907.5
"7909",1991,"South-Eastern Asia","55-59",6178330.5,6955578.5
"7910",1991,"South-Eastern Asia","60-64",4833385,5549215
"7911",1991,"South-Eastern Asia","65-69",3484232,4124439.5
"7912",1991,"South-Eastern Asia","70-74",2301311,2910688.5
"7913",1991,"South-Eastern Asia","75-79",1391379,1894690.5
"7914",1991,"South-Eastern Asia","80-84",656588.5,987386
"7915",1991,"South-Eastern Asia","85-89",220842.5,376654.5
"7916",1991,"South-Eastern Asia","90-94",46207,93788.5
"7917",1991,"South-Eastern Asia","95-99",5392.5,13674
"7918",1991,"Sub-Saharan Africa","0-4",46757866,45949046
"7919",1991,"Sub-Saharan Africa","10-14",32246142.5,31909449
"7920",1991,"Sub-Saharan Africa","100+",619.5,1088.5
"7921",1991,"Sub-Saharan Africa","15-19",26989344.5,26830119
"7922",1991,"Sub-Saharan Africa","20-24",22474200,22602088.5
"7923",1991,"Sub-Saharan Africa","25-29",18501813.5,18938398.5
"7924",1991,"Sub-Saharan Africa","30-34",15203551.5,15776575.5
"7925",1991,"Sub-Saharan Africa","35-39",12412161.5,12982080
"7926",1991,"Sub-Saharan Africa","40-44",10227888.5,10618959.5
"7927",1991,"Sub-Saharan Africa","45-49",8484028,8874238
"7928",1991,"Sub-Saharan Africa","5-9",38292325,37801693
"7929",1991,"Sub-Saharan Africa","50-54",6857525,7392282.5
"7930",1991,"Sub-Saharan Africa","55-59",5501624,6082232
"7931",1991,"Sub-Saharan Africa","60-64",4280841,4850213.5
"7932",1991,"Sub-Saharan Africa","65-69",3101466,3618958.5
"7933",1991,"Sub-Saharan Africa","70-74",2071341.5,2512250
"7934",1991,"Sub-Saharan Africa","75-79",1174836,1497481
"7935",1991,"Sub-Saharan Africa","80-84",517489,717292
"7936",1991,"Sub-Saharan Africa","85-89",162178.5,257045
"7937",1991,"Sub-Saharan Africa","90-94",35640,64986.5
"7938",1991,"Sub-Saharan Africa","95-99",5510.5,10494
"7939",1992,"Central and Southern Asia","0-4",97780514,91617085.5
"7940",1992,"Central and Southern Asia","10-14",78602118.5,73365273
"7941",1992,"Central and Southern Asia","100+",1923.5,3884.5
"7942",1992,"Central and Southern Asia","15-19",68268267.5,64020212.5
"7943",1992,"Central and Southern Asia","20-24",59635385.5,56136869
"7944",1992,"Central and Southern Asia","25-29",53205504,49898137.5
"7945",1992,"Central and Southern Asia","30-34",47528848,44157880.5
"7946",1992,"Central and Southern Asia","35-39",40925107,37691980
"7947",1992,"Central and Southern Asia","40-44",32509700,30011063
"7948",1992,"Central and Southern Asia","45-49",25338125,23887934.5
"7949",1992,"Central and Southern Asia","5-9",89490529.5,83693280.5
"7950",1992,"Central and Southern Asia","50-54",21841804,21027655.5
"7951",1992,"Central and Southern Asia","55-59",18421201.5,18080137
"7952",1992,"Central and Southern Asia","60-64",14775855,14545895
"7953",1992,"Central and Southern Asia","65-69",10840860,10950978.5
"7954",1992,"Central and Southern Asia","70-74",7107862,7564237
"7955",1992,"Central and Southern Asia","75-79",4072742.5,4684118.5
"7956",1992,"Central and Southern Asia","80-84",1924697.5,2438819
"7957",1992,"Central and Southern Asia","85-89",665455.5,926374
"7958",1992,"Central and Southern Asia","90-94",153799.5,244728.5
"7959",1992,"Central and Southern Asia","95-99",21679.5,38965
"7960",1992,"Eastern Asia","0-4",71756934.5,64888171.5
"7961",1992,"Eastern Asia","10-14",60096168,56517670
"7962",1992,"Eastern Asia","100+",1427.5,6236
"7963",1992,"Eastern Asia","15-19",66341135,62807777
"7964",1992,"Eastern Asia","20-24",77078144,73399144
"7965",1992,"Eastern Asia","25-29",72106195,69126448.5
"7966",1992,"Eastern Asia","30-34",48569825.5,46739880.5
"7967",1992,"Eastern Asia","35-39",54444975.5,52870551
"7968",1992,"Eastern Asia","40-44",45480793.5,44050557
"7969",1992,"Eastern Asia","45-49",33729669.5,31771582
"7970",1992,"Eastern Asia","5-9",66682510,61839275.5
"7971",1992,"Eastern Asia","50-54",30112491,28134954.5
"7972",1992,"Eastern Asia","55-59",27398961,26594867.5
"7973",1992,"Eastern Asia","60-64",22005405,22404444
"7974",1992,"Eastern Asia","65-69",16467117.5,18260514
"7975",1992,"Eastern Asia","70-74",10772151,13684733.5
"7976",1992,"Eastern Asia","75-79",6527649.5,9497162
"7977",1992,"Eastern Asia","80-84",2983866.5,5380103.5
"7978",1992,"Eastern Asia","85-89",953626.5,2331637
"7979",1992,"Eastern Asia","90-94",182609,622752
"7980",1992,"Eastern Asia","95-99",14935.5,80514.5
"7981",1992,"Europe","0-4",23647440.5,22567499.5
"7982",1992,"Europe","10-14",25469210,24505291
"7983",1992,"Europe","100+",4586.5,21896
"7984",1992,"Europe","15-19",25930826.5,25024690
"7985",1992,"Europe","20-24",26957574.5,26081038.5
"7986",1992,"Europe","25-29",28047970.5,27336396
"7987",1992,"Europe","30-34",28796854.5,28419486
"7988",1992,"Europe","35-39",27312734,27375621
"7989",1992,"Europe","40-44",25661401,25927210.5
"7990",1992,"Europe","45-49",19606031.5,20103478.5
"7991",1992,"Europe","5-9",25409117.5,24374255.5
"7992",1992,"Europe","50-54",21303704.5,22799626.5
"7993",1992,"Europe","55-59",18929893.5,20925433.5
"7994",1992,"Europe","60-64",17940681,21405123
