"","Region","Year","0-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+","Gender"
"1286","Latin America and the Caribbean","1977","24733.453","22462.2795","20775.7625","18340.323","15528.0265","12835.5615","10245.8935","8542.677","7516.551","6782.1395","5717.488","4523.3025","3702.484","2892.6955","2014.2875","1244.0245","631.1725","249.7695","67.4305","10.501","0.86","Female"
"1287","Latin America and the Caribbean","1978","25069.059","22799.4005","21080.1715","18828.9405","15988.2045","13293.8435","10631.6265","8778.765","7615.1245","6892.314","5902.5965","4689.5945","3770.1595","2991.6665","2088.09","1297.8555","660.881","261.185","72.468","11.64","0.952","Female"
"1288","Latin America and the Caribbean","1979","25406.4305","23143.9785","21358.736","19305.327","16454.096","13732.8635","11065.164","9034.9285","7738.5895","6988.3885","6075.5605","4868.0095","3848.0885","3083.6165","2166.217","1353.3745","690.799","273.058","77.3575","13.0275","1.068","Female"
"1289","Latin America and the Caribbean","1980","25738.2425","23486.933","21635.8275","19749.1205","16929.9995","14167.526","11529.246","9312.646","7889.8375","7077.565","6233.8365","5050.534","3942.955","3165.519","2247.9055","1408.554","721.029","284.9565","81.737","14.575","1.226","Female"
"1290","Latin America and the Caribbean","1981","26040.376","23820.9575","21912.43","20134.92","17414.1145","14621.6205","12005.572","9622.404","8078.571","7171.94","6379.2755","5236.257","4060.07","3239.267","2335.2","1467.086","756.571","298.585","86.0425","15.785","1.3995","Female"
"1291","Latin America and the Caribbean","1982","26315.311","24151.8785","22202.526","20454.0885","17902.367","15090.2305","12484.9215","9974.2455","8306.04","7277.0915","6510.9745","5424.42","4201.719","3307.676","2426.838","1529.8045","798.238","315.083","90.9415","16.918","1.5445","Female"
"1292","Latin America and the Caribbean","1983","26579.922","24486.941","22526.1005","20724.9885","18389.91","15566.121","12958.935","10370.901","8555.8715","7399.0815","6628.5205","5608.836","4362.914","3377.13","2516.4895","1593.2965","841.4575","332.972","96.152","18.558","1.668","Female"
"1293","Latin America and the Caribbean","1984","26822.7875","24819.8585","22868.2155","20972.362","18857.4035","16047.9","13420.1975","10816.086","8822.6225","7549.592","6736.372","5782.534","4535.6605","3456.0795","2599.764","1659.1285","885.412","352.5875","101.885","20.7225","1.7745","Female"
"1294","Latin America and the Caribbean","1985","27031.903","25144.557","23220.789","21223.7205","19279.484","16530.8805","13875.367","11292.2865","9108.9325","7727.344","6840.992","5941.207","4712.378","3549.9885","2675.088","1727.5565","930.1835","375.1235","108.9255","23.6715","1.873","Female"
"1295","Latin America and the Caribbean","1986","27205.3585","25456.149","23579.295","21501.9175","19641.287","17007.866","14334.092","11772.862","9422.5425","7926.729","6949.823","6085.4795","4891.167","3663.1205","2744.093","1798.677","976.2775","401.023","117.8175","26.887","2.67","Female"
"1296","Latin America and the Caribbean","1987","27344.3395","25760.1705","23930.3525","21819.0715","19944.586","17479.591","14792.634","12248.998","9773.358","8145.7475","7068.431","6216.6405","5071.1575","3796.6145","2809.057","1872.491","1023.5215","429.6","128.5625","30.104","4.06","Female"
"1297","Latin America and the Caribbean","1988","27465.3465","26057.8775","24264.453","22170.31","20204.488","17944.4315","15251.8135","12719.243","10164.859","8381.7015","7203.658","6335.8135","5248.3515","3946.3035","2875.475","1946.2465","1071.969","459.5995","141.0025","33.629","5.3265","Female"
"1298","Latin America and the Caribbean","1989","27578.266","26331.605","24589.235","22539.511","20446.657","18384.0865","15710.1405","13173.8715","10601.3685","8634.353","7363.1205","6447.417","5416.2955","4105.8225","2951.454","2016.126","1122.4","490.3825","155.3715","37.834","6.6","Female"
"1299","Latin America and the Caribbean","1990","27688.9085","26562.89","24910.696","22912.314","20710.018","18794.0205","16177.183","13618.7305","11069.4505","8908.3035","7541.3025","6557.8275","5570.145","4270.3595","3042.1075","2081.379","1172.0445","517.185","166.866","40.2385","7.504","Female"
"1300","Latin America and the Caribbean","1991","27786.8515","26757.448","25228.207","23267.121","21006.5655","19161.3325","16653.4755","14064.832","11539.485","9212.647","7728.7655","6673.1735","5710.8985","4437.9265","3148.6605","2144.11","1221.79","539.644","174.304","40.1365","7.627","Female"
"1301","Latin America and the Caribbean","1992","27852.879","26923.6535","25550.1535","23600.3865","21335.356","19479.4855","17136.4075","14516.072","12003.5825","9556.3585","7929.1285","6796.9285","5841.1945","4606.338","3270.38","2205.019","1274.94","562.697","182.123","40.3035","7.203","Female"
"1302","Latin America and the Caribbean","1993","27895.2255","27066.5485","25864.6795","23918.236","21683.8915","19754.3715","17615.8395","14975.5195","12461.5275","9937.254","8146.942","6932.1255","5962.0405","4772.762","3404.8915","2267.6485","1330.171","588.0705","190.9985","41.586","6.607","Female"
"1303","Latin America and the Caribbean","1994","27923.0315","27194.5565","26147.234","24237.681","22029.562","19998.7785","18068.1225","15441.8795","12901.595","10358.985","8384.4385","7083.563","6076.5075","4932.376","3549.0865","2339.059","1385.86","617.65","201.451","44.303","6.146","Female"
"1304","Latin America and the Caribbean","1995","27933.96","27316.9065","26387.514","24574.0115","22371.992","20243.171","18475.9725","15916.3005","13333.323","10810.3335","8647.508","7250.4585","6189.9055","5080.9075","3698.9845","2422.415","1441.0435","651.1395","213.903","48.53","5.9765","Female"
"1305","Latin America and the Caribbean","1996","27919.241","27425.3075","26589.021","24915.692","22708.241","20510.1585","18828.3455","16394.5845","13775.862","11263.8995","8944.2235","7429.8205","6307.544","5219.583","3853.0355","2518.1855","1495.009","687.4335","227.8975","53.938","6.324","Female"
"1306","Latin America and the Caribbean","1997","27893.2415","27506.045","26751.4735","25256.943","23040.386","20807.607","19124.7075","16873.503","14228.002","11711.965","9280.3695","7624.54","6431.934","5350.6125","4010.0585","2627.167","1548.232","726.452","243.2245","60.105","7.33","Female"
"1307","Latin America and the Caribbean","1998","27863.2465","27570.3845","26884.2915","25587.6975","23382.151","21133.959","19374.2195","17347.1575","14690.788","12158.7345","9652.721","7837.743","6566.816","5473.572","4165.6805","2746.648","1602.7225","766.35","260.138","66.5525","9.0735","Female"
"1308","Latin America and the Caribbean","1999","27807.3935","27619.911","27007.37","25885.094","23741.753","21469.463","19592.8485","17794.8935","15167.0985","12593.024","10064.8435","8070.7835","6716.9695","5590.5845","4314.8715","2872.6815","1662.9035","805.418","279.2015","73.543","11.3015","Female"
"1309","Latin America and the Caribbean","2000","27726.319","27641.301","27123.532","26120.156","24097.3555","21799.979","19813.248","18191.795","15645.5715","13020.265","10504.4395","8328.7045","6880.368","5706.4265","4456.948","3005.042","1733.4435","843.4975","297.926","78.837","13.0345","Female"
"1310","Latin America and the Caribbean","2001","27625.015","27626.4115","27220.025","26295.933","24433.3745","22126.886","20062.873","18524.903","16111.22","13458.197","10944.153","8618.1795","7055.367","5825.853","4592.8495","3144.4995","1817.284","884.418","316.6655","81.666","13.793","Female"
"1311","Latin America and the Caribbean","2002","27487.8195","27593.95","27290.0965","26426.8205","24753.4625","22452.141","20344.505","18796.869","16567.398","13902.3355","11380.372","8944.022","7246.0065","5950.84","4722.7585","3288.832","1913.3515","929.244","337.8875","84.974","14.0115","Female"
"1312","Latin America and the Caribbean","2003","27298.8405","27558.3905","27344.9345","26526.8375","25045.8985","22780.612","20656.198","19020.664","17014.7795","14350.7625","11818.128","9303.163","7454.366","6085.003","4846.2775","3433.441","2017.11","975.063","359.842","89.116","14.1135","Female"
"1313","Latin America and the Caribbean","2004","27079.14","27503.025","27382.833","26624.5015","25299.74","23116.545","20980.0285","19219.6395","17436.348","14806.505","12245.401","9700.0335","7680.506","6233.9135","4964.82","3574.4425","2126.0185","1024.0605","381.702","93.9485","14.264","Female"
"1314","Latin America and the Caribbean","2005","26858.3045","27424.4335","27395.973","26729.0385","25513.075","23457.207","21300.0055","19427.816","17814.145","15267.1085","12666.539","10127.034","7928.7495","6396.233","5083.873","3710.201","2238.7545","1079.031","404.22","99.778","14.6285","Female"
"1315","Latin America and the Caribbean","2006","26644.619","27324.661","27382.9125","26828.725","25692.381","23793.572","21619.129","19670.738","18139.446","15725.155","13099.029","10559.336","8207.0465","6568.991","5207.3245","3839.892","2354.7935","1138.942","427.0665","106.383","15.2315","Female"
"1316","Latin America and the Caribbean","2007","26453.015","27193.449","27360.8995","26916.17","25840.9385","24126.9795","21946.284","19954.5855","18414.4775","16182.673","13538.9945","10990.9885","8520.22","6754.661","5334.202","3962.2505","2469.549","1198.765","447.012","112.613","15.904","Female"
"1317","Latin America and the Caribbean","2008","26300.5495","27013.663","27336.7155","26992.1985","25969.283","24445.0085","22283.7665","20272.099","18648.61","16636.1595","13984.98","11426.569","8867.118","6956.318","5467.914","4077.5275","2579.61","1257.382","463.686","118.125","16.6705","Female"
"1318","Latin America and the Caribbean","2009","26179.807","26805.5335","27290.329","27047.0315","26095.984","24727.486","22633.0425","20602.562","18860.736","17065.755","14441.347","11854.772","9252.542","7174.489","5614.178","4187.903","2685.961","1318.314","481.373","123.7445","17.657","Female"
"1319","Latin America and the Caribbean","2010","26065.043","26595.5025","27218.1065","27073.7735","26223.5655","24969.376","22988.956","20929.6605","19080.7665","17451.2955","14904.066","12275.896","9669.345","7412.06","5769.902","4295.6125","2786.8225","1380.6905","501.0945","128.9255","18.7265","Female"
"1320","Latin America and the Caribbean","2011","25973.113","26392.3655","27126.461","27075.1305","26344.1525","25177.554","23342.9945","21258.31","19336.654","17786.8675","15365.5535","12707.2735","10096.273","7680.144","5934.303","4406.965","2883.0625","1445.472","522.24","133.346","19.827","Female"
"1321","Latin America and the Caribbean","2012","25904.578","26213.0055","27007.245","27066.566","26445.218","25345.247","23691.3985","21593.537","19632.741","18072.488","15826.184","13145.0095","10524.0065","7984.7105","6112.7365","4524.019","2978.2915","1513.4325","545.24","137.1995","20.9185","Female"
"1322","Latin America and the Caribbean","2013","25831.673","26072.975","26840.2535","27056.4075","26530.4345","25485.597","24019.6905","21935.0135","19957.216","18315.258","16280.061","13584.651","10952.301","8320.797","6305.3805","4647.462","3071.714","1582.1205","570.766","140.9715","21.9835","Female"
"1323","Latin America and the Caribbean","2014","25753.0165","25965.044","26645.893","27027.4055","26598.734","25626.536","24312.847","22289.262","20292.2695","18535.9955","16709.0065","14032.723","11369.663","8692.4355","6511.827","4781.4645","3162.927","1651.4815","599.998","146.167","23.142","Female"
"1324","Latin America and the Caribbean","2015","25657.63","25868.129","26452.8565","26973.794","26641.374","25769.0725","24568.6735","22652.9305","20625.789","18764.223","17095.925","14488.2595","11778.5355","9091.729","6736.609","4924.231","3253.7535","1720.342","631.896","153.088","24.387","Female"
"1325","Latin America and the Caribbean","2016","25499.528","25798.0835","26271.469","26907.041","26666.593","25908.161","24794.6025","23016.633","20962.207","19027.4925","17433.15","14941.997","12194.5955","9495.368","6986.6535","5070.9575","3344.919","1785.6265","664.8735","160.626","25.5785","Female"
"1326","Latin America and the Caribbean","2017","25285.9695","25744.4435","26110.0495","26806.897","26676.9065","26022.8485","24975.691","23372.523","21301.8335","19327.791","17718.9445","15394.378","12616.12","9897.4115","7266.547","5226.17","3437.1925","1848.743","698.948","168.3625","26.467","Female"
"1327","Latin America and the Caribbean","2018","25059.0205","25678.2055","25979.47","26647.4045","26671.5005","26109.1505","25119.3405","23703.152","21641.8695","19652.1845","17961.1115","15841.5835","13042.4565","10302.966","7577.9925","5396.8025","3535.355","1911.346","733.974","177.333","27.5715","Female"
"1328","Latin America and the Caribbean","2019","24781.041","25605.1305","25876.814","26455.721","26640.372","26171.9165","25257.7205","23995.288","21992.38","19984.8525","18180.796","16263.876","13477.954","10699.844","7925.995","5582.7755","3642.729","1971.078","768.123","187.4335","29.2435","Female"
"1329","Latin America and the Caribbean","2020","24414.062","25517.683","25785.7945","26268.321","26592.1165","26216.5735","25401.2615","24251.4735","22352.046","20311.148","18399.642","16632.5425","13904.53","11070.886","8279.7635","5770.0955","3742.977","2012.3055","787.4255","193.18","30.3205","Female"
"1330","Latin America and the Caribbean","2021","24027.8435","25364.8245","25718.4985","26093.433","26533.478","26244.522","25537.098","24470.288","22701.7485","20624.3405","18633.8385","16927.0735","14298.448","11415.869","8601.662","5951.4365","3829.056","2039.426","793.569","194.101","30.156","Female"
"1331","Latin America and the Caribbean","2022","23662.3445","25157.054","25667.959","25940.6875","26449.931","26267.931","25656.1735","24649.7465","23048.8575","20946.645","18912.335","17181.8945","14703.669","11779.763","8935.136","6168.2195","3933.1995","2078.6335","804.548","195.5735","29.509","Female"
"1332","Latin America and the Caribbean","2023","23289.4485","24940.829","25611.2165","25828.1685","26324.96","26297.5385","25767.903","24810.359","23389.2775","21291.2765","19237.982","17423.9195","15137.273","12183.6675","9306.545","6439.905","4070.1235","2140.8565","829.8175","203.172","30.309","Female"
"1333","Northern America","1950","9242.111","7323.254","6141.097","5930.262","6537.881","6930.889","6582.776","6244.6415","5660.8615","4963.3055","4514.3205","3945.5485","3355.5145","2741.156","1955.236","1269.196","686.7985","290.532","89.8795","19.073","2.8675","Female"
"1334","Northern America","1951","9520.0755","7647.779","6306.0495","5903.5595","6422.707","6925.5025","6685.0935","6292.0975","5790.0355","5038.656","4596.161","4016.2225","3420.8435","2811.3795","2015.5075","1309.5425","713.272","302.1615","93.004","19.6905","2.7115","Female"
"1335","Northern America","1952","9632.593","8076.3045","6547.9985","5925.2315","6306.814","6883.223","6796.734","6338.0905","5900.384","5139.9045","4668.029","4088.8305","3495.397","2870.6185","2086.1185","1347.5195","741.2635","315.5975","96.5035","20.2765","2.723","Female"
"1336","Northern America","1953","9770.975","8456.2445","6838.1815","5987.2015","6195.2265","6815.1585","6890.2275","6401.2335","5985.718","5269.804","4725.918","4162.7725","3575.9665","2930.6035","2159.9425","1382.5515","768.8255","329.7125","100.7","20.8655","2.8165","Female"
"1337","Northern America","1954","9984.9305","8815.368","7110.3795","6068.9855","6109.5855","6726.5865","6956.622","6484.912","6058.1745","5405.779","4789.646","4228.757","3655.9615","2996.6685","2235.8065","1419.5355","795.74","343.896","105.7195","21.4055","2.935","Female"
"1338","Northern America","1955","10237.93","9212.149","7335.0245","6163.8755","6058.4175","6623.495","7003.514","6575.1705","6129.8765","5526.0045","4844.3645","4311.435","3739.745","3062.227","2313.795","1461.9485","825.612","358.2775","110.9825","21.9375","3.0615","Female"
"1339","Northern America","1956","10511.627","9496.163","7655.0635","6305.6935","6033.629","6524.2615","7003.0025","6694.009","6199.078","5627.589","4912.219","4397.5095","3822.6745","3127.377","2385.8345","1510.256","854.5165","372.282","115.68","22.402","3.3135","Female"
"1340","Northern America","1957","10789.434","9627.034","8080.812","6542.5945","6037.407","6425.84","6962.5505","6832.0305","6260.9225","5716.676","5026.364","4466.0515","3885.73","3207.5985","2453.3555","1566.1095","873.9155","384.785","119.5355","22.994","3.4425","Female"
"1341","Northern America","1958","11043.9265","9783.997","8456.739","6841.895","6080.9445","6320.69","6903.4235","6935.3","6340.0295","5794.6155","5153.8955","4539.77","3934.4225","3293.6555","2532.1855","1626.2515","885.1895","394.2275","122.2465","23.921","3.173","Female"
"1342","Northern America","1959","11227.3885","10021.1835","8826.2425","7127.2525","6152.6355","6244.7605","6816.876","7006.3065","6438.797","5890.801","5270.921","4628.869","3978.7565","3373.284","2614.425","1702.613","910.556","408.406","128.274","25.727","2.8695","Female"
"1343","Northern America","1960","11336.737","10309.1805","9245.918","7372.807","6243.7655","6206.4165","6718.3925","7064.9345","6535.6435","6003.081","5376.0125","4689.407","4062.128","3460.689","2681.495","1790.855","955.1685","433.373","138.335","28.023","2.8095","Female"
"1344","Northern America","1961","11411.448","10603.6865","9560.766","7721.2005","6400.0975","6188.8375","6633.059","7069.5","6667.113","6102.0215","5475.6185","4756.788","4158.181","3546.0045","2744.391","1870.692","1006.101","460.615","149.985","30.4255","3.026","Female"
"1345","Northern America","1962","11431.851","10865.515","9727.189","8184.339","6676.9805","6200.9155","6549.039","7032.912","6818.1845","6184.549","5576.1315","4880.4575","4232.0355","3603.099","2825.3215","1945.02","1063.142","481.737","162.764","33.2655","3.41","Female"
"1346","Northern America","1963","11373.906","11088.852","9908.6455","8604.7505","7028.3195","6267.8005","6458.766","6984.096","6928.8905","6275.8595","5676.9075","5009.5075","4314.128","3646.693","2911.214","2022.7755","1121.6065","498.4435","174.056","36.1875","3.797","Female"
"1347","Northern America","1964","11266.4185","11262.357","10157.5015","9007.3635","7351.5825","6369.113","6401.635","6908.526","7007.8375","6379.751","5785.6175","5125.373","4406.941","3691.8535","2991.1855","2097.4765","1185.3515","520.187","184.743","39.305","4.1755","Female"
"1348","Northern America","1965","11081.534","11378.364","10452.165","9441.5225","7621.7715","6485.4095","6380.6395","6822.0125","7073.702","6478.624","5898.6595","5228.979","4475.5745","3772.827","3079.498","2159.8615","1253.9425","549.495","197.6645","42.6455","4.566","Female"
"1349","Northern America","1966","10789.9515","11454.259","10756.3665","9763.931","7989.3395","6661.704","6376.22","6745.814","7083.308","6611.353","5998.086","5327.159","4549.99","3863.9375","3160.5255","2218.4455","1314.95","581.692","210.155","46.0555","4.9525","Female"
"1350","Northern America","1967","10458.4605","11469.3005","11024.9575","9932.4935","8457.728","6946.381","6394.0325","6664.458","7050.0385","6761.301","6079.7475","5426.8235","4671.1435","3934.646","3212.8275","2292.693","1370.9935","616.761","219.4085","49.513","5.398","Female"
"1351","Northern America","1968","10142.0815","11406.151","11249.122","10114.4645","8874.1845","7299.8925","6461.8595","6573.4","7002.1995","6871.2895","6168.7015","5526.331","4795.6745","4013.548","3253.771","2372.3175","1429.0055","652.279","226.8465","52.615","5.89","Female"
"1352","Northern America","1969","9885.808","11296.5515","11417.458","10361.795","9268.555","7623.027","6559.781","6512.946","6923.363","6949.7015","6268.4515","5631.914","4907.5525","4102.3885","3294.436","2444.9635","1483.5615","690.16","235.6225","55.341","6.382","Female"
"1353","Northern America","1970","9766.2665","11122.8265","11530.3245","10666.451","9712.826","7901.7065","6677.9005","6492.5745","6834.757","7016.6855","6365.4615","5743.7105","5009.4655","4175.957","3367.702","2521.839","1535.0005","736.0485","250.5715","59.2945","6.9705","Female"
"1354","Northern America","1971","9714.394","10844.656","11614.019","10992.87","10056.2995","8289.4305","6858.4505","6486.802","6759.4355","7029.1455","6503.914","5844.8445","5112.0025","4259.442","3452.591","2588.55","1584.391","774.1365","266.2155","64.1785","7.6755","Female"
"1355","Northern America","1972","9599.4985","10498.874","11646.6675","11279.224","10230.986","8779","7145.7885","6495.9045","6680.937","6997.5025","6667.118","5927.7165","5219.9595","4382.4275","3520.171","2631.4205","1639.305","801.108","278.8795","68.08","8.4725","Female"
"1356","Northern America","1973","9433.539","10144.4275","11604.1695","11514.575","10421.581","9210.8465","7506.2985","6556.641","6593.942","6952.467","6791.601","6017.223","5326.8235","4509.009","3596.082","2670.4555","1698.443","831.005","290.6905","70.894","9.2985","Female"
"1357","Northern America","1974","9244.611","9836.2425","11509.6225","11690.1005","10691.433","9615.4565","7838.8165","6652.755","6535.3895","6880.5095","6880.5885","6120.3935","5438.7125","4626.503","3683.03","2715.0565","1756.4895","862.7755","303.9895","73.847","10.1445","Female"
"1358","Northern America","1975","9012.138","9664.868","11328.835","11801.5055","11005.1315","10047.557","8113.5695","6763.13","6507.963","6796.156","6950.815","6224.5885","5552.6045","4734.6425","3758.898","2789.193","1821.545","898.065","322.149","78.2295","11.2555","Female"
"1359","Northern America","1976","8794.522","9595.099","11029.418","11874.4165","11315.741","10360.9055","8482.0915","6932.2685","6493.2895","6721.1435","6960.8435","6367.3635","5649.254","4839.0955","3843.023","2871.85","1882.6055","936.643","340.308","83.0765","12.359","Female"
"1360","Northern America","1977","8735.8055","9489.457","10671.746","11892.376","11578.7695","10514.713","8953.508","7213.6","6499.6215","6643.8445","6925.5805","6529.1265","5727.153","4943.0835","3962.216","2942.205","1931.4055","982.554","358.4595","88.0305","13.2205","Female"
"1361","Northern America","1978","8822.202","9331.2035","10310.026","11833.6665","11790.1105","10684.1165","9369.5805","7566.3665","6557.618","6557.341","6877.789","6650.748","5813.784","5043.12","4086.65","3020.3575","1981.2635","1033.244","379.4385","93.2365","14.039","Female"
"1362","Northern America","1979","8973.455","9145.819","9991.5105","11725.6805","11946.7505","10926.7855","9761.2785","7888.4825","6652.058","6497.569","6805.9795","6736.615","5914.6575","5146.4855","4202.9935","3106.13","2034.6925","1083.8105","401.7275","99.443","15.043","Female"
"1363","Northern America","1980","9174.669","8916.0225","9811.0695","11539.753","12052.053","11217.6495","10186.598","8153.3355","6763.186","6469.2395","6725.726","6803.4255","6017.545","5252.351","4307.5815","3183.0995","2104.2275","1134.9125","423.657","106.4175","16.167","Female"
"1364","Northern America","1981","9396.3885","8698.689","9744.132","11250.049","12127.8675","11516.963","10496.619","8514.1965","6928.4385","6450.564","6651.208","6805.805","6147.601","5335.6705","4398.774","3264.587","2174.5325","1178.225","445.6015","114.2535","17.471","Female"
"1365","Northern America","1982","9593.205","8635.3215","9650.36","10912.1515","12150.9795","11782.9535","10647.2405","8982.283","7198.8655","6450.675","6568.7685","6761.302","6286.152","5393.7665","4483.232","3370.5985","2235.309","1214.2825","472.1815","123.981","19.2505","Female"
"1366","Northern America","1983","9744.323","8717.209","9503.977","10576.898","12106.009","12005.8215","10818.548","9399.904","7540.768","6503.703","6476.8895","6708.279","6387.265","5459.1995","4563.2745","3477.2725","2300.4985","1251.1945","499.466","133.636","21.124","Female"
"1367","Northern America","1984","9845.736","8863.2475","9324.946","10287.484","12021.874","12169.721","11069.5365","9792.9905","7855.205","6590.8105","6411.3365","6632.8745","6454.635","5538.817","4643.863","3573.7405","2370.2365","1288.125","524.837","142.001","23.1135","Female"
"1368","Northern America","1985","9906.918","9063.6585","9090.3555","10128.9275","11860.401","12271.48","11368.3285","10215.7465","8115.3305","6691.3905","6375.8075","6548.682","6503.1905","5620.6315","4726.0735","3656.9735","2436.204","1334.847","549.641","149.1695","25.157","Female"
"1369","Northern America","1986","9958.683","9286.8395","8862.269","10065.1735","11577.471","12339.112","11669.326","10523.3125","8473.6485","6850.009","6352.9475","6474.3245","6498.5705","5735.663","4795.255","3731.824","2504.68","1382.3175","569.856","155.746","26.9195","Female"
"1370","Northern America","1987","10014.833","9483.346","8789.896","9959.852","11229.8185","12361.1405","11930.5115","10677.919","8940.511","7120.5215","6352.7665","6396.5085","6458.8745","5866.6825","4849.812","3806.735","2588.0235","1424.4025","586.231","162.624","28.3915","Female"
"1371","Northern America","1988","10106.8305","9642.7835","8865.209","9800.0785","10882.265","12319.985","12147.2795","10856.3055","9359","7464.393","6405.194","6307.703","6411.6945","5963.155","4913.4445","3878.92","2671.3055","1469.1645","603.0375","168.9255","29.5","Female"
"1372","Northern America","1989","10258.089","9760.3395","9004.948","9606.599","10580.5525","12236.2455","12310.009","11112.3405","9757.331","7781.509","6493.246","6244.681","6343.7875","6030.241","4991.939","3951.863","2749.241","1518.377","621.1215","175.4395","30.4975","Female"
"1373","Northern America","1990","10416.5975","9840.764","9228.7015","9396.236","10437.2315","12088.4205","12427.4425","11415.0655","10187.4065","8044.3645","6598.1345","6210.6815","6264.9645","6079.2555","5071.416","4027.7475","2821.1415","1571.1205","648.752","186.186","31.9905","Female"
"1374","Northern America","1991","10578.685","9926.16","9503.822","9231.6015","10425.1375","11842.0695","12527.535","11726.5385","10502.222","8402.025","6760.225","6191.639","6196.325","6077.014","5178.7","4091.6825","2888.2825","1627.3655","678.189","195.246","33.6885","Female"
"1375","Northern America","1992","10730.146","10025.924","9752.587","9225.3835","10388.014","11547.342","12585.8615","12008.4415","10661.574","8866.2015","7028.202","6199.9525","6129.628","6041.415","5299.5855","4142.486","2956.6015","1692.2645","706.0575","200.5815","35.479","Female"
"1376","Northern America","1993","10798.46","10151.4305","9960.915","9364.223","10298.241","11257.561","12578.0035","12249.791","10841.308","9282.924","7364.6565","6260.593","6052.7275","5998.6645","5386.9995","4200.382","3019.128","1754.393","734.954","206.364","36.9385","Female"
"1377","Northern America","1994","10773.1","10318.754","10119.1395","9561.349","10170.9805","11010.364","12526.9625","12438.0425","11099.951","9677.563","7673.073","6353.51","6000.1535","5938.0565","5445.7355","4268.166","3077.5125","1808.519","761.7765","211.2865","37.9265","Female"
"1378","Northern America","1995","10655.0625","10515.145","10236.754","9810.237","9992.115","10896.892","12399.272","12571.5195","11406.824","10102.374","7927.418","6457.9675","5976.8945","5872.089","5490.185","4336.141","3137.4545","1854.8705","789.105","218.5085","38.942","Female"
"1379","Northern America","1996","10494.898","10708.828","10337.0645","10078.067","9823.773","10885.282","12157.6725","12675.0555","11720.714","10413.118","8277.652","6615.6815","5964.9145","5815.792","5490.079","4429.6385","3186.5705","1895.4525","814.9155","226.084","39.561","Female"
"1380","Northern America","1997","10350.4925","10854.596","10427.1245","10312.639","9806.326","10838.5985","11860.5435","12732.704","12002.085","10571.0655","8736.2725","6876.2995","5975.085","5756.521","5460.526","4537.1295","3224.6425","1937.184","841.123","232.695","39.8115","Female"
"1381","Northern America","1998","10245.9105","10922.9445","10547.2215","10511.594","9934.671","10740.659","11566.4895","12724.31","12241.461","10750.7005","9148.339","7203.523","6035.6175","5686.1715","5426.085","4617.331","3270.988","1976.5645","867.277","239.4555","40.1425","Female"
"1382","Northern America","1999","10191.44","10900.9505","10714.456","10669.926","10130.661","10613.1055","11320.812","12675.5595","12428.256","11008.2155","9538.346","7503.921","6126.6435","5637.4425","5376.638","4670.94","3325.4215","2011.335","888.696","244.3745","40.2005","Female"
"1383","Northern America","2000","10192.919","10787.5585","10912.7525","10792.8115","10384.33","10436.826","11212.471","12551.9005","12561.138","11312.567","9958.45","7752.184","6228.4585","5616.4745","5323.7565","4710.799","3378.3285","2045.998","903.7865","248.7505","40.4055","Female"
"1384","Northern America","2001","10245.4915","10634.3045","11105.115","10888.689","10654.8385","10273.602","11212.1095","12326.2935","12678.5825","11638.3815","10280.717","8106.4805","6390.639","5614.8235","5284.081","4718.112","3455.5355","2075.2395","917.2735","254.414","40.821","Female"
"1385","Northern America","2002","10315.906","10499.5545","11245.1485","10958.8905","10884.669","10262.6925","11179.283","12055.271","12764.3935","11946.8485","10466.561","8580.449","6662.3215","5643.033","5245.0155","4705.607","3547.54","2099.333","933.093","260.509","41.1515","Female"
"1386","Northern America","2003","10392.058","10409.6485","11308.3885","11056.0395","11070.549","10392.6645","11089.1785","11781.857","12784.4655","12213.1345","10673.7945","9010.56","6999.85","5720.072","5195.9095","4690.502","3620.253","2133.7055","949.8995","266.337","41.7295","Female"
"1387","Northern America","2004","10472.628","10374.0845","11282.054","11202.3085","11208.1475","10583.1965","10964.9835","11550.5465","12765.112","12426.5025","10958.1045","9418.858","7312.5545","5827.189","5169.5965","4666.62","3679.1585","2181.8725","970.8255","273.49","42.6955","Female"
"1388","Northern America","2005","10539.4855","10403.0555","11165.384","11387.8085","11306.373","10826.2515","10790.572","11451.2065","12670.6375","12586.038","11289.354","9857.3845","7576.0365","5946.2035","5171.9365","4642.006","3731.333","2232.8315","994.8855","280.49","44.0765","Female"
"1389","Northern America","2006","10629.8695","10473.058","11009.134","11577.5185","11388.4","11090.072","10628.4055","11453.3745","12460.056","12717.1705","11626.0435","10187.3725","7933.1335","6116.116","5187.3745","4624.279","3755.173","2301.36","1015.8525","287.11","45.479","Female"
"1390","Northern America","2007","10777.9325","10546.479","10874.6145","11720.6465","11461.8795","11324.193","10621.9865","11423.2345","12190.4055","12805.758","11929.116","10370.4755","8397.304","6382.399","5225.1165","4604.1325","3762.114","2383.165","1038.324","296.543","47.1775","Female"
"1391","Northern America","2008","10921.322","10627.9915","10788.807","11787.9145","11566.7435","11519.305","10760.0475","11340.843","11920.2335","12831.2125","12191.878","10574.8165","8819.4865","6710.1605","5307.013","4574.0715","3765.975","2449.06","1067.758","306.1215","48.8985","Female"
