"","Region","Year","0-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+","Gender"
"1","Sub-Saharan Africa","1950","15428.4455","11826.489","10128.7315","8907.5885","7798.9825","6759.1645","5833.9075","4938.037","4135.4615","3384.5395","2704.683","2127.425","1632.3365","1204.428","796.376","436.8355","194.188","58.015","12.2945","1.777","0.1655","Male"
"2","Sub-Saharan Africa","1951","15664.124","12139.8955","10329.3065","9067.7345","7947.7415","6890.251","5952.249","5045.483","4223.9125","3461.903","2764.793","2171.826","1656.8575","1217.08","803.867","440.2955","194.053","59.1165","12.09","1.7475","0.169","Male"
"3","Sub-Saharan Africa","1952","15940.7275","12452.3285","10542.4945","9235.157","8096.8575","7023.0695","6067.901","5156.1725","4311.8485","3540.1775","2828.7575","2217.1395","1685.123","1230.2755","811.872","445.132","193.9745","59.944","11.986","1.751","0.1695","Male"
"4","Sub-Saharan Africa","1953","16287.159","12726.9545","10775.164","9405.356","8241.1885","7153.092","6179.174","5266.2255","4400.314","3619.272","2896.0605","2264.223","1716.4435","1244.289","820.275","450.6375","194.285","60.4195","12.027","1.733","0.164","Male"
"5","Sub-Saharan Africa","1954","16689.9145","12972.6855","11036.4265","9578.9955","8382.8","7282.1505","6290.146","5375.1495","4491.3115","3699.5455","2965.0075","2313.899","1750.441","1260.1675","829.1745","456.158","195.302","60.717","12.2035","1.689","0.153","Male"
"6","Sub-Saharan Africa","1955","17126.2985","13210.943","11326.232","9762.0815","8525.7","7413.884","6405.0405","5484.036","4586.0305","3781.1275","3035.0545","2365.911","1787.3515","1278.2285","838.7275","461.5375","196.9885","60.987","12.403","1.6655","0.1465","Male"
"7","Sub-Saharan Africa","1956","17594.6705","13450.289","11631.5815","9956.3005","8674.2565","7548.4145","6523.656","5592.1695","4684.893","3862.9195","3106.465","2420.641","1826.329","1298.7305","848.741","467.094","199.218","61.2625","12.5665","1.6635","0.1455","Male"
"8","Sub-Saharan Africa","1957","18059.9845","13718.2705","11934.57","10161.6045","8830.3095","7684.555","6645.0075","5698.6405","4787.3005","3944.386","3178.4955","2478.2815","1865.7755","1321.603","858.5805","472.6995","201.7605","61.5365","12.6705","1.6705","0.148","Male"
"9","Sub-Saharan Africa","1958","18520.8725","14045.58","12199.5195","10381.198","8985.482","7815.602","6764.327","5801.5025","4889.7345","4026.7545","3251.103","2537.958","1906.0535","1346.168","868.5315","478.2265","204.396","61.8685","12.716","1.6755","0.15","Male"
"10","Sub-Saharan Africa","1959","19016.958","14427.1","12439.4245","10631.71","9149.715","7950.31","6888.0085","5907.8545","4993.576","4112.854","3325.544","2599.8145","1949.393","1374.0545","880.624","484.396","207.386","62.4945","12.8195","1.7045","0.1515","Male"
"11","Sub-Saharan Africa","1960","19554.1355","14843.479","12675.5905","10915.858","9333.21","8095.1405","7020.6955","6022.603","5099.421","4202.7365","3400.59","2663.03","1995.724","1405.6375","894.9955","491.275","210.6845","63.4075","13.021","1.769","0.158","Male"
"12","Sub-Saharan Africa","1961","20122.176","15284.169","12911.127","11214.879","9529.4815","8246.5465","7154.2025","6138.4845","5201.9035","4294.2225","3474.452","2727.2905","2044.9735","1439.523","912.113","499.6345","214.9225","64.778","13.358","1.856","0.172","Male"
"13","Sub-Saharan Africa","1962","20719.8735","15732.386","13175.503","11514.877","9741.1665","8408.8995","7289.461","6255.492","5301.963","4388.1145","3548.375","2793.151","2098.0145","1475.266","932.5895","509.4765","220.1785","66.5955","13.7895","1.9435","0.186","Male"
"14","Sub-Saharan Africa","1963","21329.938","16199.1775","13502.346","11783.2165","9973.5435","8580.295","7429.0175","6376.2305","5403.087","4484.179","3624.0515","2859.712","2153.2055","1512.604","954.9485","519.5605","225.4825","68.4565","14.183","2.0145","0.1995","Male"
"15","Sub-Saharan Africa","1964","21949.785","16690.0555","13879.7265","12027.8795","10234.2415","8759.456","7572.3465","6500.44","5507.3155","4581.493","3702.9035","2927.3045","2209.6085","1551.5955","978.8175","530.1585","230.6855","70.3305","14.554","2.0995","0.2155","Male"
"16","Sub-Saharan Africa","1965","22585.4","17202.839","14287.837","12267.06","10521.3685","8948.015","7718.6565","6628.306","5615.9715","4679.6675","3785.3045","2995.9785","2266.9425","1592.1765","1004.2125","541.3155","235.7735","72.1565","14.9125","2.172","0.2295","Male"
"17","Sub-Saharan Africa","1966","23227.768","17743.408","14721.7455","12504.1845","10818.6735","9144.492","7870.4595","6759.6715","5728.786","4778.2645","3871.429","3064.5105","2324.823","1634.2215","1030.604","553.1655","240.7215","73.963","15.273","2.2265","0.2375","Male"
"18","Sub-Saharan Africa","1967","23886.443","18313.1195","15167.3035","12770.3785","11113.9255","9352.0725","8031.192","6894.45","5844.619","4876.2365","3960.7685","3132.8495","2383.0415","1678.1255","1057.531","566.1305","245.597","75.9025","15.6685","2.2835","0.244","Male"
"19","Sub-Saharan Africa","1968","24580.3235","18895.804","15630.51","13098.233","11379.5975","9580.1835","8199.9835","7032.307","5963.291","4975.02","4052.8375","3203.915","2443.363","1724.3565","1085.8195","580.471","250.692","77.9645","16.0975","2.3385","0.2515","Male"
"20","Sub-Saharan Africa","1969","25303.884","19485.871","16113.0025","13471.134","11618.986","9831.931","8372.883","7171.0065","6084.0625","5076.773","4146.631","3278.754","2505.9175","1772.155","1115.5105","595.9295","256.054","79.929","16.5125","2.3735","0.255","Male"
"21","Sub-Saharan Africa","1970","26053.1725","20091.765","16616.934","13868.8095","11846.036","10102.501","8552.1125","7312.264","6209.802","5185.4525","4243.5315","3357.8615","2569.6835","1820.8635","1145.8","611.8265","261.2535","81.5645","16.836","2.359","0.2545","Male"
"22","Sub-Saharan Africa","1971","26823.9035","20714.362","17150.722","14290.016","12066.7815","10379.401","8738.7925","7460.3495","6342.0375","5302.274","4344.5685","3442.493","2633.9435","1870.078","1176.2395","627.3485","265.9145","82.635","16.9605","2.2845","0.2455","Male"
"23","Sub-Saharan Africa","1972","27606.632","21354.9195","17708.4245","14716.1195","12308.597","10649.223","8932.0405","7613.5195","6475.406","5421.524","4445.798","3531.1125","2698.7995","1920.089","1207.513","643.0705","270.8205","83.4805","17.021","2.227","0.2385","Male"
"24","Sub-Saharan Africa","1973","28409.7305","22026.654","18276.7675","15161.1615","12615.075","10895.8635","9147.4725","7776.2895","6612.687","5543.86","4548.4335","3623.1755","2766.807","1972.61","1241.2405","660.662","277.116","84.7685","17.2725","2.254","0.244","Male"
"25","Sub-Saharan Africa","1974","29240.6225","22734.8345","18857.016","15633.869","12979.5595","11131.631","9395.627","7950.4335","6754.9735","5669.68","4654.3955","3717.2995","2838.273","2027.461","1277.171","680.117","284.7195","86.4675","17.6315","2.311","0.255","Male"
"26","Sub-Saharan Africa","1975","30105.559","23470.48","19450.737","16120.7685","13368.232","11360.025","9665.2985","8131.4125","6897.8105","5796.43","4762.973","3812.129","2913.173","2083.544","1314.516","700.73","293.265","88.366","17.9665","2.3495","0.2665","Male"
"27","Sub-Saharan Africa","1976","31028.5955","24223.877","20059.817","16624.283","13766.642","11575.258","9935.978","8314.1015","7041.521","5923.0215","4873.147","3906.843","2991.6445","2140.1425","1353.485","722.5065","302.6605","90.5085","18.2405","2.322","0.264","Male"
"28","Sub-Saharan Africa","1977","31984.5645","24977.3275","20669.2","17137.661","14161.9475","11805.958","10194.84","8499.194","7187.8515","6048.1305","4983.3085","4000.8255","3074.0825","2197.2875","1394.4545","746.3265","313.5255","93.415","18.705","2.3265","0.251","Male"
"29","Sub-Saharan Africa","1978","32991.107","25762.282","21305.532","17666.0705","14588.827","12107.127","10434.9655","8710.3885","7350.2565","6183.54","5102.5835","4102.2935","3165.296","2259.621","1439.027","773.2425","326.719","97.8015","19.86","2.627","0.268","Male"
"30","Sub-Saharan Africa","1979","34045.7295","26592.751","21997.679","18220.3805","15050.293","12466.0785","10661.944","8948.867","7520.9115","6322.6475","5224.6255","4205.755","3257.0195","2326.7725","1485.7895","801.6705","341.136","103.0565","21.359","3.037","0.31","Male"
"31","Sub-Saharan Africa","1980","35065.7035","27424.315","22750.9095","18837.4815","15555.635","12868.6825","10890.794","9200.346","7679.8195","6440.106","5322.6295","4285.0175","3324.368","2389.592","1529.4875","827.5825","353.9725","107.6565","22.519","3.3565","0.3515","Male"
"32","Sub-Saharan Africa","1981","36124.4845","28293.4085","23534.896","19498.521","16102.3535","13302.621","11131.957","9470.9505","7854.286","6568.5925","5425.4225","4366.173","3390.775","2452.3135","1572.5275","852.611","365.647","111.7455","23.433","3.555","0.3795","Male"
"33","Sub-Saharan Africa","1982","37250.527","29222.537","24306.5705","20162.4855","16674.7535","13746.125","11406.2705","9752.169","8057.123","6726.647","5551.9485","4468.492","3473.9125","2520.7005","1619.679","880.8925","378.913","116.7075","24.6555","3.7925","0.411","Male"
"34","Sub-Saharan Africa","1983","38309.9595","30176.519","25066.795","20842.2025","17252.154","14201.832","11733.31","10001.5065","8273.886","6890.101","5678.804","4569.6805","3552.3835","2586.4615","1668.5295","910.514","393.1515","122.3495","26.1935","4.143","0.457","Male"
"35","Sub-Saharan Africa","1984","39314.503","31183.4965","25833.4545","21534.235","17825.375","14672.7365","12097.091","10229.59","8510.3155","7059.4015","5809.1925","4673.7125","3632.145","2649.1765","1718.1405","939.2295","406.8485","127.6505","27.5975","4.401","0.4935","Male"
"36","Sub-Saharan Africa","1985","40350.155","32213.5035","26668.4335","22278.9925","18426.898","15169.358","12489.3385","10468.833","8768.9885","7236.8435","5946.7325","4783.8375","3713.7065","2713.2375","1768.311","968.9345","420.6025","132.6465","28.8405","4.5705","0.518","Male"
"37","Sub-Saharan Africa","1986","41414.5255","33214.659","27563.786","23064.151","19048.218","15686.855","12900.986","10717.6475","9033.606","7418.338","6087.5505","4898.7945","3794.242","2777.745","1818.5135","1000.1575","435.089","137.5685","30.01","4.6835","0.5245","Male"
"38","Sub-Saharan Africa","1987","42511.0125","34216.8035","28480.863","23848.072","19685.8805","16234.8115","13321.3205","10997.794","9299.6275","7611.492","6233.939","5022.8915","3883.0135","2844.134","1871.69","1034.199","452.6425","144.903","32.752","5.225","0.5445","Male"
"39","Sub-Saharan Africa","1988","43583.617","35219.4005","29410.345","24617.732","20347.7375","16796.0435","13758.4145","11327.2105","9539.399","7816.256","6383.4205","5149.3125","3977.5465","2909.3755","1923.495","1069.804","470.021","151.259","34.9475","5.6795","0.5765","Male"
"40","Sub-Saharan Africa","1989","44655.9575","36226.6485","30351.395","25390.296","21042.7","17362.971","14217.195","11680.66","9763.066","8031.4735","6535.7215","5271.774","4075.1565","2972.1425","1972.042","1104.955","485.1925","154.473","35.063","5.603","0.5925","Male"
"41","Sub-Saharan Africa","1990","45738.749","37261.8305","31290.693","26187.958","21761.666","17936.3125","14699.971","12042.2925","9996.1365","8257.4005","6695.5795","5389.131","4177.1265","3035.074","2021.1215","1139.2465","501.14","158.1895","35.3135","5.5475","0.6035","Male"
"42","Sub-Saharan Africa","1991","46757.866","38292.325","32246.1425","26989.3445","22474.2","18501.8135","15203.5515","12412.1615","10227.8885","8484.028","6857.525","5501.624","4280.841","3101.466","2071.3415","1174.836","517.489","162.1785","35.64","5.5105","0.6195","Male"
"43","Sub-Saharan Africa","1992","47772.9795","39342.4285","33260.783","27793.796","23145.1975","19041.2715","15691.222","12770.0465","10459.7645","8702.665","7015.051","5616.014","4390.545","3175.1775","2118.6395","1209.2495","534.756","166.8395","36.182","5.551","0.6405","Male"
"44","Sub-Saharan Africa","1993","48849.619","40383.8805","34299.0155","28631.0785","23846.1665","19667.7395","16242.1235","13204.923","10796.132","8958.194","7227.479","5771.1205","4510.4975","3253.0165","2162.352","1239.2185","552.909","172.112","36.9085","5.6755","0.67","Male"
"45","Sub-Saharan Africa","1994","49924.0405","41349.3655","35300.877","29554.8045","24582.3665","20297.67","16720.7815","13589.518","11074.2535","9137.6845","7396.633","5884.9995","4597.447","3329.8455","2202.5575","1268.0545","571.824","178.2685","38.2645","6.2825","0.804","Male"
"46","Sub-Saharan Africa","1995","51105.4535","42352.9265","36344.05","30548.596","25306.9215","20853.8705","17085.441","13896.896","11257.941","9239.964","7507.4575","5955.9725","4655.7135","3410.3345","2241.954","1295.1925","589.416","184.422","39.126","6.3395","0.888","Male"
"47","Sub-Saharan Africa","1996","52465.3525","43465.525","37486.6995","31577.189","26009.208","21367.446","17432.3735","14221.6785","11470.4475","9354.3475","7634.6055","6044.136","4715.7235","3496.4045","2287.385","1321.3715","604.575","189.9815","38.963","5.39","0.768","Male"
"48","Sub-Saharan Africa","1997","53797.932","44593.7385","38605.753","32623.728","26748.895","21902.303","17817.793","14575.5045","11717.521","9501.033","7780.3305","6148.869","4781.7695","3577.622","2340.4865","1348.6325","619.579","196.366","39.4505","4.9835","0.631","Male"
"49","Sub-Saharan Africa","1998","55046.48","45686.8915","39637.464","33669.397","27636.3785","22572.8025","18359.3555","15017.683","12068.6235","9744.452","7958.97","6296.6465","4868.428","3651.601","2401.6315","1377.9625","635.6875","204.227","41.1645","5.308","0.592","Male"
"50","Sub-Saharan Africa","1999","56349.0255","46764.317","40622.9875","34699.29","28593.475","23284.338","18955.8295","15466.528","12452.3865","10014.0425","8136.3195","6456.0115","4968.5625","3718.876","2468.4915","1408.7135","653.579","214.2805","44.095","5.8505","0.62","Male"
"51","Sub-Saharan Africa","2000","57730.009","47915.2515","41590.859","35712.644","29543.324","24012.3075","19568.3755","15914.601","12853.315","10292.4155","8321.8465","6625.709","5084.3155","3781.8135","2540.5395","1443.109","673.6535","225.176","47.6875","6.555","0.6765","Male"
"52","Sub-Saharan Africa","2001","59156.968","49174.3785","42561.612","36729.865","30502.239","24774.8495","20198.564","16376.7125","13274.098","10591.665","8510.0055","6804.3305","5212.098","3848.501","2614.709","1482.1025","694.306","235.1875","51.2575","7.339","0.759","Male"
"53","Sub-Saharan Africa","2002","60670.9265","50455.2825","43568.296","37742.861","31498.295","25584.0115","20847.232","16863.961","13705.837","10907.9185","8711.6435","6987.5895","5345.058","3922.651","2686.223","1526.126","714.927","245.116","54.825","8.006","0.8355","Male"
"54","Sub-Saharan Africa","2003","62271.862","51737.7395","44635.744","38744.9195","32523.133","26463.3665","21515.372","17391.801","14132.765","11247.8535","8944.9875","7158.276","5483.0045","4005.228","2752.3395","1575.5525","735.8765","255.056","58.548","8.684","0.918","Male"
"55","Sub-Saharan Africa","2004","63935.1115","53100.1715","45743.0885","39739.8895","33547.8055","27399.4795","22205.2565","17961.2275","14555.14","11610.754","9199.5685","7325.763","5628.755","4098.1495","2812.2515","1628.6245","757.0805","264.7025","62.344","9.441","1.023","Male"
"56","Sub-Saharan Africa","2005","65648.0925","54533.8835","46928.5125","40718.3225","34566.1245","28346.8275","22924.7055","18560.39","14984.3265","11990.3845","9463.4085","7498.881","5782.5935","4201.709","2867.536","1683.871","779.3415","274.417","65.8995","10.196","1.1265","Male"
"57","Sub-Saharan Africa","2006","67412.5635","56003.6825","48204.8425","41694.704","35580.4575","29302.4545","23675.532","19176.2105","15426.3295","12385.927","9744.2415","7672.2575","5942.017","4311.196","2922.966","1738.1115","803.115","283.6575","68.895","10.8485","1.222","Male"
"58","Sub-Saharan Africa","2007","69210.163","57567.458","49492.8545","42712.917","36581.013","30285.0915","24466.025","19806.7045","15895.049","12794.532","10042.118","7859.531","6106.954","4424.459","2983.4885","1789.1315","829.468","292.1455","71.4145","11.328","1.3005","Male"
"59","Sub-Saharan Africa","2008","71035.6025","59208.4205","50758.311","43782.966","37570.8585","31296.4425","25327.58","20458.312","16410.341","13208.5905","10369.457","8081.704","6264.421","4543.866","3051.308","1836.731","859.172","300.422","73.56","11.701","1.3655","Male"
"60","Sub-Saharan Africa","2009","72832.624","60882.6075","52074.519","44865.8115","38546.739","32310.329","26253.322","21133.069","16967.492","13622.976","10721.717","8326.005","6419.482","4669.161","3125.606","1879.488","890.868","308.9525","75.6355","12.159","1.4295","Male"
"61","Sub-Saharan Africa","2010","74576.0375","62607.594","53462.8715","46018.9205","39522.1185","33343.6155","27219.7395","21854.8675","17563.415","14051.5425","11096.5645","8585.257","6584.921","4803.7775","3208.5745","1919.0105","924.1285","319.2445","78.352","12.8095","1.5155","Male"
"62","Sub-Saharan Africa","2011","76240.8025","64382.8235","54885.1675","47255.6475","40516.4305","34402.714","28228.6165","22635.942","18194.079","14504.179","11495.2975","8868.214","6758.7335","4948.996","3299.106","1959.8705","957.5985","331.69","81.7165","13.6385","1.6175","Male"
"63","Sub-Saharan Africa","2012","77831.408","66197.974","56410.9945","48486.3605","41525.257","35419.664","29264.479","23466.86","18848.6875","14993.7255","11914.8305","9175.834","6952.884","5104.5625","3394.878","2005.1895","989.554","345.9555","85.4455","14.56","1.722","Male"
"64","Sub-Saharan Africa","2013","79343.687","68074.694","58056.1345","49728.851","42579.421","36398.117","30311.559","24373.608","19530.6165","15537.3955","12347.8195","9517.421","7183.714","5259.6505","3497.9735","2056.4305","1018.834","361.39","89.605","15.5895","1.8585","Male"
"65","Sub-Saharan Africa","2014","80790.5545","69958.914","59762.365","51061.676","43649.896","37356.4215","31320.634","25326.4205","20223.018","16107.0895","12769.81","9868.8085","7426.227","5410.7165","3606.0165","2112.282","1043.0825","375.337","92.8045","16.358","2.004","Male"
"66","Sub-Saharan Africa","2015","82186.573","71772.9105","61522.5535","52490.5825","44805.3515","38328.1905","32324.5685","26299.212","20948.181","16700.409","13192.817","10226.648","7672.788","5564.2875","3719.4125","2173.5385","1064.944","389.009","95.763","17.1945","2.1825","Male"
"67","Sub-Saharan Africa","2016","83486.185","73506.7385","63354.337","53957.3235","46018.221","39277.3645","33310.6955","27272.189","21707.622","17310.359","13626.766","10596.2855","7932.1935","5718.4165","3838.8445","2239.362","1088.231","402.897","99.4075","18.4135","2.4285","Male"
"68","Sub-Saharan Africa","2017","84685.2915","75151.5815","65225.729","55528.0265","47233.752","40237.6815","34247.367","28253.532","22512.802","17941.6535","14098.8995","10989.1465","8216.4855","5891.079","3963.4515","2308.209","1114.686","416.0755","103.4605","19.5645","2.6975","Male"
"69","Sub-Saharan Africa","2018","85850.2185","76676.3585","67113.344","57221.6995","48524.1295","41302.131","35186.235","29253.5065","23404.1035","18608.141","14631.5655","11407.382","8540.943","6102.341","4088.394","2382.257","1147.233","430.3035","108.8935","20.9045","2.9985","Male"
"70","Sub-Saharan Africa","2019","87025.056","78121.3485","68977.509","58949.111","49902.242","42406.8325","36130.423","30221.059","24353.3895","19292.2375","15195.4835","11830.473","8884.305","6335.4545","4218.131","2460.2575","1183.8965","443.2945","114.259","21.9595","3.287","Male"
"71","Sub-Saharan Africa","2020","88228.387","79498.9465","70773.438","60724.457","51384.1125","43600.869","37108.9475","31179.758","25330.889","20009.1985","15779.502","12256.888","9225.487","6568.129","4341.989","2532.4335","1216.909","448.3915","116.306","21.8985","3.4485","Male"
"72","Sub-Saharan Africa","2021","89529.6865","80779.151","72480.7685","62551.139","52919.445","44876.5745","38111.525","32125.3585","26307.259","20757.4925","16369.16","12685.338","9566.633","6804.9515","4460.4265","2598.7965","1245.152","449.355","115.987","21.335","3.4665","Male"
"73","Sub-Saharan Africa","2022","90875.574","82036.768","74103.9325","64397.3795","54495.993","46134.7005","39140.8715","33060.9015","27263.0135","21541.8135","16958.598","13117.833","9912.078","7046.7805","4601.248","2676.466","1278.136","456.8165","117.17","21.2005","3.473","Male"
"74","Sub-Saharan Africa","2023","92284.4685","83359.104","75663.03","66299.3575","56174.649","47436.4385","40249.27","34036.5555","28217.952","22402.5455","17570.653","13578.9605","10263.6755","7300.4665","4772.1835","2764.3755","1318.588","470.3365","119.6585","21.3825","3.436","Male"
"75","Northern Africa and Western Asia","1950","8351.205","6087.415","5702.5435","5262.234","4609.704","3780.6705","3113.889","2750.922","2469.1605","2102.7655","1750.127","1381.6775","1056.5475","782.893","526.508","290.173","131.2185","48.287","13.5545","2.053","0.173","Male"
"76","Northern Africa and Western Asia","1951","8699.9565","6262.3855","5728.436","5346.7585","4724.88","3918.656","3202.5505","2783.672","2510.125","2148.3195","1792.2765","1419.1695","1079.774","793.5705","534.1145","298.1995","133.009","47.833","13.1185","1.9145","0.181","Male"
"77","Northern Africa and Western Asia","1952","9044.5235","6507.5495","5747.124","5427.782","4831.2965","4063.7335","3302.675","2823.2345","2545.662","2196.246","1833.1455","1459.7405","1105.089","805.6995","542.1075","306.0695","135.558","47.9785","12.9525","1.8675","0.1885","Male"
"78","Northern Africa and Western Asia","1953","9383.7025","6806.074","5778.782","5500.355","4930.0745","4209.021","3414.367","2871.7865","2576.8505","2245.345","1873.1495","1502.502","1132.388","819.695","550.5865","313.9315","138.479","48.676","13.2095","1.837","0.1875","Male"
"79","Northern Africa and Western Asia","1954","9712.0665","7136.8275","5845.7835","5556.709","5019.321","4344.255","3533.372","2932.742","2606.2625","2291.803","1913.8595","1544.848","1162.1075","835.7815","559.292","321.069","142.155","49.739","14.003","1.8825","0.161","Male"
"80","Northern Africa and Western Asia","1955","10010.589","7484.293","5970.016","5597.1045","5100.6785","4465.655","3658.2665","3006.607","2635.953","2335.6155","1955.8735","1586.161","1194.3405","854.5865","568.4235","326.987","146.465","50.86","15.0005","2.087","0.12","Male"
"81","Northern Africa and Western Asia","1956","10320.633","7824.409","6165.194","5622.382","5182.3045","4574.1305","3791.4285","3090.5975","2667.052","2375.1045","1999.4245","1626.3565","1230.003","876.152","578.5805","332.582","150.4915","51.316","14.87","2.304","0.1015","Male"
"82","Northern Africa and Western Asia","1957","10637.0285","8154.283","6421.3815","5640.3485","5262.468","4670","3930.1375","3184.2405","2702.7065","2407.3115","2045.06","1664.901","1268.8415","899.561","590.1115","338.539","154.2555","51.289","13.773","2.35","0.1095","Male"
"83","Northern Africa and Western Asia","1958","10915.7405","8492.4885","6718.9955","5672.325","5329.855","4754.316","4065.802","3287.343","2745.75","2433.3965","2090.291","1702.4015","1308.389","924.4305","603.003","344.3785","158.3435","51.6055","12.9495","2.183","0.125","Male"
"84","Northern Africa and Western Asia","1959","11180.9965","8841.339","7044.2065","5740.6085","5384.108","4833.556","4193.0515","3399.721","2802.048","2457.8125","2132.2415","1740.8005","1346.915","951.5875","617.758","350.292","162.4785","52.6075","12.651","1.847","0.1295","Male"
"85","Northern Africa and Western Asia","1960","11442.09","9179.4755","7386.467","5859.131","5428.817","4911.733","4309.1665","3520.5245","2872.5705","2484.023","2171.615","1780.651","1384.5585","980.7975","634.8615","356.9755","166.185","54.4525","12.885","1.5125","0.108","Male"
"86","Northern Africa and Western Asia","1961","11754.2825","9478.588","7709.3635","6034.5475","5454.6835","4990.419","4412.9735","3649.1955","2950.7075","2513.2895","2207.794","1821.995","1422.146","1012.0185","654.12","366.0615","169.074","56.249","12.9975","1.454","0.0865","Male"
"87","Northern Africa and Western Asia","1962","12141.363","9749.9465","8008.579","6265.1255","5467.7465","5070.168","4506.477","3783.806","3037.7465","2547.205","2238.9975","1864.956","1459.371","1045.138","674.865","377.475","172.219","57.709","12.864","1.5915","0.0845","Male"
"88","Northern Africa and Western Asia","1963","12545.687","10023.7925","8309.6265","6533.192","5492.509","5142.674","4592.6095","3917.6455","3137.754","2586.431","2265.975","1907.259","1497.319","1078.7525","696.904","389.7","176.7465","59.406","13.041","1.653","0.0895","Male"
"89","Northern Africa and Western Asia","1964","12924.775","10316.7145","8618.9155","6817.646","5550.122","5200.214","4675.116","4043.162","3248.0855","2636.4205","2290.904","1947.1315","1536.9915","1112.1315","720.559","402.831","182.4675","61.3475","13.7105","1.631","0.0935","Male"
"90","Northern Africa and Western Asia","1965","13257.1965","10633.8585","8938.758","7104.433","5657.4345","5239.461","4754.403","4156.197","3365.542","2699.196","2315.1125","1984.3085","1576.839","1144.9895","745.2755","417.426","188.817","63.4015","14.756","1.586","0.089","Male"
"91","Northern Africa and Western Asia","1966","13580.6715","10963.933","9263.828","7403.7935","5822.3855","5258.5515","4829.969","4255.973","3489.1465","2773.92","2340.707","2017.3635","1614.2195","1177.978","768.7485","432.4875","195.4945","65.3635","15.4605","1.6535","0.0795","Male"
"92","Northern Africa and Western Asia","1967","13893.565","11326.3725","9577.6405","7722.5205","6041.1785","5271.564","4901.0645","4344.776","3616.5485","2860.9465","2370.5995","2045.291","1649.037","1211.8865","790.968","447.188","202.6985","67.5915","15.943","1.801","0.0805","Male"
"93","Northern Africa and Western Asia","1968","14169.577","11725.937","9876.6535","8053.9515","6305.599","5303.8045","4965.0345","4427.1775","3743.4195","2959.2165","2406.9685","2069.9925","1682.944","1246.3645","814.222","461.9525","210.717","70.544","17.0525","1.919","0.0905","Male"
"94","Northern Africa and Western Asia","1969","14433.902","12119.2775","10182.594","8399.0005","6602.2615","5369.54","5017.51","4504.588","3863.492","3065.018","2454.444","2093.2245","1715.368","1280.3155","839.0055","476.585","219.5585","74.173","18.923","2.071","0.0925","Male"
"95","Northern Africa and Western Asia","1970","14698.3385","12484.5165","10502.3285","8745.0295","6912.6875","5480.108","5062.0195","4578.999","3973.8285","3176.837","2514.7525","2117.318","1747.361","1313.0035","865.535","491.367","228.739","78.4","21.065","2.3825","0.0785","Male"
"96","Northern Africa and Western Asia","1971","14996.1725","12817.1065","10833.924","9083.365","7229.6705","5651.199","5101.2155","4659.179","4077.4365","3298.79","2588.015","2142.6805","1776.961","1341.597","892.3","506.9105","237.5305","82.8015","21.7375","2.744","0.069","Male"
"97","Northern Africa and Western Asia","1972","15322.7605","13107.175","11206.542","9395.0065","7551.313","5883.2735","5138.1025","4745.3285","4175.776","3428.4115","2674.992","2171.11","1801.856","1366.915","917.875","522.7925","246.3435","87.5215","21.823","2.9685","0.0845","Male"
"98","Northern Africa and Western Asia","1973","15657.383","13365.746","11639.1145","9686.892","7882.0815","6160.5015","5186.5275","4826.668","4269.046","3560.1935","2775.818","2207.298","1823.5205","1391.932","941.83","538.3245","255.578","92.6465","23.6085","3.069","0.1095","Male"
"99","Northern Africa and Western Asia","1974","15998.922","13608.4755","12076.6815","9977.348","8222.5165","6465.399","5265.2225","4898.566","4358.9805","3686.484","2884.4385","2255.3065","1844.6085","1416.5395","963.799","553.653","264.815","97.99","27.247","3.237","0.12","Male"
"100","Northern Africa and Western Asia","1975","16396.051","13896.9295","12462.894","10272.6775","8547.4855","6780.6795","5391.4705","4962.8235","4449.3245","3804.198","2999.067","2320.0655","1871.9635","1446.399","986.5935","568.703","273.252","103.177","31.672","3.8025","0.107","Male"
"101","Northern Africa and Western Asia","1976","16868.707","14279.5855","12766.623","10600.0375","8847.9425","7088.448","5569.432","5013.515","4539.962","3915.614","3121.719","2397.5015","1904.1795","1479.774","1011.9115","584.0805","278.8255","105.277","32.401","4.418","0.103","Male"
"102","Northern Africa and Western Asia","1977","17307.288","14685.532","13011.8205","10982.7245","9151.3975","7397.9025","5805.84","5058.359","4626.701","4020.0715","3246.7835","2480.637","1933.977","1506.2485","1036.1115","601.0895","283.3425","105.5705","30.0915","4.663","0.136","Male"
"103","Northern Africa and Western Asia","1978","17698.637","15082.3285","13265.95","11387.224","9475.8945","7727.862","6099.8255","5116.6275","4713.513","4117.225","3376.763","2572.2025","1968.2905","1527.2985","1058.128","618.9815","289.7145","107.31","29.037","4.5595","0.1935","Male"
"104","Northern Africa and Western Asia","1979","18106.7925","15485.8345","13552.844","11748.826","9811.7055","8077.9855","6416.9335","5200.9275","4794.898","4206.4005","3503.7125","2673.0485","2013.395","1548.8765","1079.755","636.306","297.68","110.014","29.498","4.1405","0.227","Male"
"105","Northern Africa and Western Asia","1980","18560.1965","15891.1375","13882.451","12100.771","10160.403","8448.4505","6743.8615","5332.296","4868.698","4290.371","3618.2465","2777.8855","2069.896","1570.0695","1102.5995","652.836","305.254","111.0435","29.7505","3.9125","0.216","Male"
